word	nodeType	unit
right	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
able	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
dry	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
rid	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
quiet	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
right	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
busy	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
carefree	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
unwarranted	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
clean	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
grueling	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
proud	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sure	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sudden	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sick	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
right	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sorry	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sorry	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
herbal	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
fine	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
cold	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
well	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
much	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
green	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
cold	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
herbal	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
good	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
little	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
herbal	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
good	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
sturdy	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
strong	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
glad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
young	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
okay	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
glad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
healthy	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
kind	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
well	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
glad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
strange	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
cold	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
glad	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
okay	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
famous	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
disgusting	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
similar	ADJ	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea
other	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
grand	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
grand	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
entire	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
same	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
many	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
cool	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
other	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
exciting	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
uncool	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
deadly	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
carefree	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sure	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
original	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
beautiful	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
glad	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
big	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sure	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
risky	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
bad	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
great	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
hey	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
darn	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
convenient	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
little	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
good	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
good	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
amazing	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
tired	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
tired	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
possible	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
impossible	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
western	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
eastern	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
entire	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
such	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
western	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
scary	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
bad	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
enough	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
bad	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
close	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
right	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
last	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
old	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
tired	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
great	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
more	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
right	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
enough	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
possible	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
available	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sure	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
mad	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
straightforward	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
new	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sure	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
bad	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
more	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
good	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
low	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
young	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
strange	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
dirty	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sorry	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
young	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
busy	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
suspicious	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
amazing	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
good	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
easy	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
alive	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
worth	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
western	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
crazy	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
happy	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
new	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
enough	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
good	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
upper	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
same	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
careful	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
upper	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
crowded	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
about	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
simple	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
secret	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
second	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
able	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
close	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
own	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sorry	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
thorough	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
upper	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
little	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
dirty	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
farewell	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
dirty	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sticky	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
warm	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
impossible	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
peaceful	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
other	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sentimental	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
common	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sorry	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
safe	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sure	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
late	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
asleep	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
sorry	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
fullest	ADJ	02x09_-_The_Hand_That_Connects_to_the_Future
original	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
glad	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
unnerving	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
excited	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
simple	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
little	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
swollen	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
okay	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
possible	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
little	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
satisfied	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
nice	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
peaceful	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
threatening	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
beautiful	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
delicious	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
big	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
ready	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
thrilling	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
sorry	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
many	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
fun	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
sleepy	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
hey	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
sleepy	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
tired	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
exhausting	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
happy	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
hard	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
public	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
large	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
fake	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
numerous	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
suspicious	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
third	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
extremist	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
unknown	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
happy	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
enough	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
more	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
exhausting	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
clever	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
clumsy	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
good	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
unfair	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
lovely	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
awful	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
cool	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
enough	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
well	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
tra	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
la	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
good	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
good	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
old	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
secret	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
careless	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
convincing	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
new	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
lucky	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
good	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
little	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
long	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
serious	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
legendary	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
sorry	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
worthy	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
skilled	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
ordinary	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
ordinary	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
big	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
third	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
third	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
embarrassed	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
much	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
first	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
good	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
much	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
amazing	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
whole	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
different	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
dangerous	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
dangerous	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
foreign	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
foreign	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
amazing	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
tame	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
unfortunate	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
bad	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
secret	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
true	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
lucky	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
big	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
remarkable	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
tired	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
impressive	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
ideal	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
lovely	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
much	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
long	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
loud	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
wrong	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
little	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
convincing	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
bold	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
bad	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
many	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
current	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
right	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
good	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
true	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
possible	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
complicated	ADJ	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation
original	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
right	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
great	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
good	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sorry	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
unannounced	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
happy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
good	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
smiley	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
hot	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
bad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sure	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
former	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
experienced	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
small	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
right	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
right	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sure	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
happy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
spacious	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
yummy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
tiresome	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
bad	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
aware	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
famous	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
important	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
few	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
able	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
worth	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
busy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
nice	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
other	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
next	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
great	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
countless	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
useful	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
close	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
future	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
such	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
serious	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
fun	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
last	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
-first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
first	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
cute	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
close	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
naive	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
trivial	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
womanly	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
dull	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
more	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
sexy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
happy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
long	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
next	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
crazy	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
ill	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
formal	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
curious	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
famous	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
wrong	ADJ	02x11_-_Berlint_in_Love-Nightfall_s_Daily_Life
