word	nodeType	unit
nice	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
delicious	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
good	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
sudden	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
elegant	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
sophisticated	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
beloved	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
shiny	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
silver	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
skilled	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
gentlemanly	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
cool	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
cool	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
clever	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
inevitable	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
hostile	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
ridiculous	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
same	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
same	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
more	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
amazing	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
glad	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
futile	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
beautiful	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
many	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
next	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
lovey	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
gentlemanly	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
polar	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
entertaining	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
mysterious	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
polar	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
boring	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
dictatorial	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
mere	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
fun	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
many	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
glad	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
sure	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
relieved	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
good	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
much	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
late	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
awake	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
sure	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
late	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
many	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
great	ADJ	02x03_-_Mission_and_Family-The_Elegant_Bondman-The_Heart_of_a_Child
mysterious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
exquisite	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
many	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
smart	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
original	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
other	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
female	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
identical	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
academic	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
decent	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
separate	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
certain	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
laborious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
other	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
alone	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
right	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
sure	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
classical	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
available	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
idiot	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
legendary	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
former	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
royal	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
phantom	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
limited	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
true	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
former	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
royal	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
delicious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
desperate	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
desperate	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
new	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
excited	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
embarrassing	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
bad	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
left	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
fierce	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
next	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
last	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
serious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
simple	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
same	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
old	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
more	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
right	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
only	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
adamant	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
soft	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
new	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
close	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
lame	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
stupid	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
dumb	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
lucky	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
close	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
cool	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
big	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
right	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
easy	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
dumb	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
same	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
alone	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
delicious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
exciting	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
very	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
dirty	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
idiot	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
idiot	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
rude	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
delicious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
alone	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
bleak	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
true	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
well	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
alone	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
hard	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
academic	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
long	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
classical	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
high	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
much	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
classical	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
fake	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
new	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
great	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
free	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
more	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
sure	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
urban	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
unofficial	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
paramilitary	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
soft	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
idiot	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
strong	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
entire	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
military	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
ridiculous	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
extra	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
favorite	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
last	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
cold	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
hearted	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
own	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
right	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
about	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
lost	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
sad	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
about	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
amazing	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
other	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
tough	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
talented	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
well	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
rich	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
lovely	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
many	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
gray	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
broad	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
cautious	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
careful	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
mad	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
ultimate	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
phenomenal	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
physical	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
least	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
idiot	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
big	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
dangerous	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
little	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
worth	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
worried	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
happy	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
front	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
open	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
sorry	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
happy	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
good	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
nice	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
happy	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
annoying	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
normal	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
normal	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
normal	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
glad	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
safe	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
sarcastic	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
special	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
new	ADJ	02x04_-_The_Pastry_of_Knowledge-The_Informant_s_Great_Romance_Plan_II
beautiful	ADJ	02x05_-_Plan_to_Cross_the_Border
proper	ADJ	02x05_-_Plan_to_Cross_the_Border
meticulous	ADJ	02x05_-_Plan_to_Cross_the_Border
wonderful	ADJ	02x05_-_Plan_to_Cross_the_Border
vibrant	ADJ	02x05_-_Plan_to_Cross_the_Border
worried	ADJ	02x05_-_Plan_to_Cross_the_Border
new	ADJ	02x05_-_Plan_to_Cross_the_Border
bad	ADJ	02x05_-_Plan_to_Cross_the_Border
reassuring	ADJ	02x05_-_Plan_to_Cross_the_Border
original	ADJ	02x05_-_Plan_to_Cross_the_Border
great	ADJ	02x05_-_Plan_to_Cross_the_Border
honorable	ADJ	02x05_-_Plan_to_Cross_the_Border
internal	ADJ	02x05_-_Plan_to_Cross_the_Border
only	ADJ	02x05_-_Plan_to_Cross_the_Border
huge	ADJ	02x05_-_Plan_to_Cross_the_Border
foreign	ADJ	02x05_-_Plan_to_Cross_the_Border
unnoticed	ADJ	02x05_-_Plan_to_Cross_the_Border
offshore	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
indebted	ADJ	02x05_-_Plan_to_Cross_the_Border
few	ADJ	02x05_-_Plan_to_Cross_the_Border
bogus	ADJ	02x05_-_Plan_to_Cross_the_Border
beautiful	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
first	ADJ	02x05_-_Plan_to_Cross_the_Border
long	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
political	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
friendly	ADJ	02x05_-_Plan_to_Cross_the_Border
sure	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
dependent	ADJ	02x05_-_Plan_to_Cross_the_Border
other	ADJ	02x05_-_Plan_to_Cross_the_Border
sure	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
able	ADJ	02x05_-_Plan_to_Cross_the_Border
seventh	ADJ	02x05_-_Plan_to_Cross_the_Border
scrubby	ADJ	02x05_-_Plan_to_Cross_the_Border
biannual	ADJ	02x05_-_Plan_to_Cross_the_Border
mega	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
big	ADJ	02x05_-_Plan_to_Cross_the_Border
brave	ADJ	02x05_-_Plan_to_Cross_the_Border
brave	ADJ	02x05_-_Plan_to_Cross_the_Border
sixth	ADJ	02x05_-_Plan_to_Cross_the_Border
luxurious	ADJ	02x05_-_Plan_to_Cross_the_Border
scrubby	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
available	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
interested	ADJ	02x05_-_Plan_to_Cross_the_Border
free	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
blank	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
grand	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
true	ADJ	02x05_-_Plan_to_Cross_the_Border
suspicious	ADJ	02x05_-_Plan_to_Cross_the_Border
excited	ADJ	02x05_-_Plan_to_Cross_the_Border
famous	ADJ	02x05_-_Plan_to_Cross_the_Border
recent	ADJ	02x05_-_Plan_to_Cross_the_Border
urban	ADJ	02x05_-_Plan_to_Cross_the_Border
important	ADJ	02x05_-_Plan_to_Cross_the_Border
difficult	ADJ	02x05_-_Plan_to_Cross_the_Border
difficult	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
able	ADJ	02x05_-_Plan_to_Cross_the_Border
honest	ADJ	02x05_-_Plan_to_Cross_the_Border
thin	ADJ	02x05_-_Plan_to_Cross_the_Border
main	ADJ	02x05_-_Plan_to_Cross_the_Border
careful	ADJ	02x05_-_Plan_to_Cross_the_Border
wrong	ADJ	02x05_-_Plan_to_Cross_the_Border
last	ADJ	02x05_-_Plan_to_Cross_the_Border
big	ADJ	02x05_-_Plan_to_Cross_the_Border
excited	ADJ	02x05_-_Plan_to_Cross_the_Border
sorry	ADJ	02x05_-_Plan_to_Cross_the_Border
own	ADJ	02x05_-_Plan_to_Cross_the_Border
good	ADJ	02x05_-_Plan_to_Cross_the_Border
amazing	ADJ	02x05_-_Plan_to_Cross_the_Border
great	ADJ	02x05_-_Plan_to_Cross_the_Border
wrong	ADJ	02x05_-_Plan_to_Cross_the_Border
correct	ADJ	02x05_-_Plan_to_Cross_the_Border
third	ADJ	02x05_-_Plan_to_Cross_the_Border
next	ADJ	02x05_-_Plan_to_Cross_the_Border
free	ADJ	02x05_-_Plan_to_Cross_the_Border
picky	ADJ	02x05_-_Plan_to_Cross_the_Border
first	ADJ	02x05_-_Plan_to_Cross_the_Border
top	ADJ	02x05_-_Plan_to_Cross_the_Border
first	ADJ	02x05_-_Plan_to_Cross_the_Border
fair	ADJ	02x05_-_Plan_to_Cross_the_Border
sorry	ADJ	02x05_-_Plan_to_Cross_the_Border
female	ADJ	02x05_-_Plan_to_Cross_the_Border
different	ADJ	02x05_-_Plan_to_Cross_the_Border
nice	ADJ	02x05_-_Plan_to_Cross_the_Border
frail	ADJ	02x05_-_Plan_to_Cross_the_Border
okay	ADJ	02x05_-_Plan_to_Cross_the_Border
short	ADJ	02x05_-_Plan_to_Cross_the_Border
able	ADJ	02x05_-_Plan_to_Cross_the_Border
relaxing	ADJ	02x05_-_Plan_to_Cross_the_Border
actual	ADJ	02x05_-_Plan_to_Cross_the_Border
okay	ADJ	02x05_-_Plan_to_Cross_the_Border
safe	ADJ	02x05_-_Plan_to_Cross_the_Border
strong	ADJ	02x05_-_Plan_to_Cross_the_Border
numerous	ADJ	02x05_-_Plan_to_Cross_the_Border
sure	ADJ	02x05_-_Plan_to_Cross_the_Border
right	ADJ	02x05_-_Plan_to_Cross_the_Border
sorry	ADJ	02x05_-_Plan_to_Cross_the_Border
funny	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
sad	ADJ	02x05_-_Plan_to_Cross_the_Border
nice	ADJ	02x05_-_Plan_to_Cross_the_Border
nice	ADJ	02x05_-_Plan_to_Cross_the_Border
sorry	ADJ	02x05_-_Plan_to_Cross_the_Border
okay	ADJ	02x05_-_Plan_to_Cross_the_Border
tired	ADJ	02x05_-_Plan_to_Cross_the_Border
quiet	ADJ	02x05_-_Plan_to_Cross_the_Border
okay	ADJ	02x05_-_Plan_to_Cross_the_Border
wrong	ADJ	02x05_-_Plan_to_Cross_the_Border
hidden	ADJ	02x05_-_Plan_to_Cross_the_Border
little	ADJ	02x05_-_Plan_to_Cross_the_Border
